classname,youtube_id,subset,start,end,label
Horseback riding,qZ0y3N_dSQo,training,80.0,82.0,1
Horseback riding,qZ0y3N_dSQo,training,51.0,53.0,1
Horseback riding,qZ0y3N_dSQo,training,9.5,11.5,1
Horseback riding,QAMgWGLOrQA,training,4.0,6.0,-1
Horseback riding,QAMgWGLOrQA,training,9.5,11.5,1
Horseback riding,QAMgWGLOrQA,training,39.5,41.5,1
Horseback riding,pYz2fnzvNiQ,training,43.5,45.5,1
Horseback riding,pYz2fnzvNiQ,training,2.0,4.0,1
Horseback riding,pYz2fnzvNiQ,training,64.5,66.5,1
Horseback riding,sGVrVl3hy2c,training,43.0,45.0,1
Horseback riding,sGVrVl3hy2c,training,72.0,74.0,1
Horseback riding,sGVrVl3hy2c,training,38.5,40.5,1
Horseback riding,3EbgOpWWXIQ,training,41.5,43.5,1
Horseback riding,3EbgOpWWXIQ,training,15.5,17.5,1
Horseback riding,3EbgOpWWXIQ,training,64.5,66.5,1
Horseback riding,o2ZqBEZWKI8,training,45.5,47.5,-1
Horseback riding,o2ZqBEZWKI8,training,50.0,52.0,-1
Horseback riding,o2ZqBEZWKI8,training,37.0,39.0,-1
Horseback riding,FSZafCm0RQE,training,84.0,86.0,1
Horseback riding,FSZafCm0RQE,training,2.0,4.0,1
Horseback riding,FSZafCm0RQE,training,78.0,80.0,1
Horseback riding,EW7I1R3oXSI,training,92.5,94.5,1
Horseback riding,EW7I1R3oXSI,training,94.0,96.0,1
Horseback riding,EW7I1R3oXSI,training,35.0,37.0,1
Horseback riding,egKo9iG1Uvo,training,69.5,71.5,1
Horseback riding,egKo9iG1Uvo,training,167.5,169.5,-1
Horseback riding,egKo9iG1Uvo,training,82.5,84.5,1
Horseback riding,tTxIDiRxRVU,training,1.0,3.0,1
Horseback riding,tTxIDiRxRVU,training,14.5,16.5,1
Horseback riding,tTxIDiRxRVU,training,3.0,5.0,1
Horseback riding,u3w1NpRq8hY,training,25.5,27.5,1
Horseback riding,u3w1NpRq8hY,training,1.5,3.5,1
Horseback riding,u3w1NpRq8hY,training,8.0,10.0,1
Horseback riding,19TLHObfZ4U,training,61.5,63.5,1
Horseback riding,19TLHObfZ4U,training,90.5,92.5,1
Horseback riding,19TLHObfZ4U,training,30.0,32.0,1
Horseback riding,KEIHarKH5TI,training,89.0,91.0,-1
Horseback riding,KEIHarKH5TI,training,37.0,39.0,1
Horseback riding,KEIHarKH5TI,training,60.0,62.0,1
Horseback riding,j4YG6nuRY-M,training,52.0,54.0,1
Horseback riding,j4YG6nuRY-M,training,22.5,24.5,1
Horseback riding,j4YG6nuRY-M,training,3.5,5.5,1
Horseback riding,bRM-pwupxFI,training,56.5,58.5,1
Horseback riding,bRM-pwupxFI,training,94.0,96.0,1
Horseback riding,bRM-pwupxFI,training,44.5,46.5,1
Horseback riding,zrK4gPzR5yQ,training,93.5,95.5,-1
Horseback riding,zrK4gPzR5yQ,training,83.0,85.0,-1
Horseback riding,zrK4gPzR5yQ,training,119.5,121.5,-1
Horseback riding,SVek-r2mLdM,training,128.5,130.5,1
Horseback riding,SVek-r2mLdM,training,139.5,141.5,1
Horseback riding,SVek-r2mLdM,training,89.5,91.5,-1
Horseback riding,tBcmfGvgzgQ,training,38.5,40.5,1
Horseback riding,tBcmfGvgzgQ,training,23.5,25.5,1
Horseback riding,tBcmfGvgzgQ,training,18.5,20.5,1
Horseback riding,g1YunfTgVFU,training,4.5,6.5,1
Horseback riding,g1YunfTgVFU,training,110.5,112.5,1
Horseback riding,g1YunfTgVFU,training,11.5,13.5,1
Horseback riding,d0WQksDjLjM,training,3.5,5.5,-1
Horseback riding,d0WQksDjLjM,training,10.5,12.5,-1
Horseback riding,d0WQksDjLjM,training,14.5,16.5,-1
Horseback riding,CzzW32pRkGY,training,119.0,121.0,-1
Horseback riding,CzzW32pRkGY,training,192.5,194.5,1
Horseback riding,CzzW32pRkGY,training,114.5,116.5,-1
Horseback riding,oKXnBnZgGL8,training,32.5,34.5,1
Horseback riding,oKXnBnZgGL8,training,79.0,81.0,1
Horseback riding,oKXnBnZgGL8,training,148.5,150.5,-1
Horseback riding,WPqpfekIaK4,training,40.0,42.0,1
Horseback riding,WPqpfekIaK4,training,24.0,26.0,1
Horseback riding,WPqpfekIaK4,training,75.0,77.0,1
Horseback riding,aiQdaJGKLeo,training,116.5,118.5,1
Horseback riding,aiQdaJGKLeo,training,139.0,141.0,1
Horseback riding,aiQdaJGKLeo,training,58.5,60.5,1
Horseback riding,44_z4YyY-7Y,training,24.0,26.0,1
Horseback riding,44_z4YyY-7Y,training,2.5,4.5,1
Horseback riding,44_z4YyY-7Y,training,22.0,24.0,1
Horseback riding,KqVpxJBrpFo,training,30.5,32.5,1
Horseback riding,KqVpxJBrpFo,training,25.5,27.5,1
Horseback riding,KqVpxJBrpFo,training,69.0,71.0,1
Horseback riding,dcuCdDRnZo0,training,38.5,40.5,1
Horseback riding,dcuCdDRnZo0,training,71.0,73.0,1
Horseback riding,dcuCdDRnZo0,training,36.5,38.5,1
Horseback riding,DDf_L-lxk7U,training,9.5,11.5,1
Horseback riding,DDf_L-lxk7U,training,11.5,13.5,-1
Horseback riding,DDf_L-lxk7U,training,49.5,51.5,-1
Horseback riding,2OcnTKwX7L0,training,96.0,98.0,1
Horseback riding,2OcnTKwX7L0,training,130.5,132.5,1
Horseback riding,2OcnTKwX7L0,training,125.5,127.5,1
Horseback riding,JEZPND8sNjI,training,77.0,79.0,1
Horseback riding,JEZPND8sNjI,training,53.0,55.0,-1
Horseback riding,JEZPND8sNjI,training,96.0,98.0,1
Horseback riding,k-E7yo8JTwc,training,47.0,49.0,1
Horseback riding,k-E7yo8JTwc,training,66.5,68.5,1
Horseback riding,k-E7yo8JTwc,training,61.0,63.0,1
Horseback riding,hoAvYC4DbO8,training,19.0,21.0,1
Horseback riding,hoAvYC4DbO8,training,12.0,14.0,1
Horseback riding,hoAvYC4DbO8,training,63.0,65.0,1
Horseback riding,0j_mPABa6Gg,training,6.0,8.0,1
Horseback riding,0j_mPABa6Gg,training,47.5,49.5,1
Horseback riding,0j_mPABa6Gg,training,93.5,95.5,-1
Horseback riding,WO_6L7p8Jyc,training,40.0,42.0,1
Horseback riding,WO_6L7p8Jyc,training,26.0,28.0,1
Horseback riding,WO_6L7p8Jyc,training,8.0,10.0,1
Horseback riding,etJuYiKtN4k,training,47.5,49.5,1
Horseback riding,etJuYiKtN4k,training,94.0,96.0,1
Horseback riding,etJuYiKtN4k,training,66.5,68.5,1
Horseback riding,hkfOrXbEssw,training,10.0,12.0,1
Horseback riding,hkfOrXbEssw,training,33.5,35.5,1
Horseback riding,hkfOrXbEssw,training,1.0,3.0,1
Horseback riding,SXXmHDSCAaw,training,18.5,20.5,1
Horseback riding,SXXmHDSCAaw,training,1.0,3.0,1
Horseback riding,SXXmHDSCAaw,training,26.0,28.0,1
Horseback riding,ns2W_F7pOw4,training,136.0,138.0,-1
Horseback riding,ns2W_F7pOw4,training,78.5,80.5,-1
Horseback riding,ns2W_F7pOw4,training,46.5,48.5,1
Horseback riding,ga4FAyHO4hM,training,63.5,65.5,1
Horseback riding,ga4FAyHO4hM,training,25.5,27.5,1
Horseback riding,ga4FAyHO4hM,training,13.0,15.0,1
Horseback riding,mq87WWuVTdk,training,61.0,63.0,1
Horseback riding,mq87WWuVTdk,training,105.5,107.5,1
Horseback riding,mq87WWuVTdk,training,113.0,115.0,1
Horseback riding,hY7t3G_nfa0,training,26.0,28.0,1
Horseback riding,hY7t3G_nfa0,training,92.5,94.5,1
Horseback riding,hY7t3G_nfa0,training,143.0,145.0,1
Horseback riding,QJRAphhNS9g,training,202.5,204.5,-1
Horseback riding,QJRAphhNS9g,training,189.0,191.0,-1
Horseback riding,QJRAphhNS9g,training,48.0,50.0,-1
Horseback riding,-FgQwCdVpas,training,3.0,5.0,1
Horseback riding,-FgQwCdVpas,training,186.0,188.0,1
Horseback riding,-FgQwCdVpas,training,27.0,29.0,1
Horseback riding,IEWFdWxcBU8,training,18.5,20.5,1
Horseback riding,IEWFdWxcBU8,training,35.0,37.0,1
Horseback riding,IEWFdWxcBU8,training,54.5,56.5,1
Horseback riding,TCRgpoVxJGo,training,31.0,33.0,-1
Horseback riding,TCRgpoVxJGo,training,2.5,4.5,1
Horseback riding,TCRgpoVxJGo,training,10.0,12.0,-1
Horseback riding,N2v370zqX7Q,training,116.0,118.0,1
Horseback riding,N2v370zqX7Q,training,70.5,72.5,1
Horseback riding,N2v370zqX7Q,training,120.5,122.5,1
Horseback riding,q5O6GquM9_M,training,37.0,39.0,1
Horseback riding,q5O6GquM9_M,training,20.5,22.5,1
Horseback riding,q5O6GquM9_M,training,7.0,9.0,1
Horseback riding,WJIyD-WJCrI,training,11.0,13.0,1
Horseback riding,WJIyD-WJCrI,training,3.0,5.0,1
Horseback riding,WJIyD-WJCrI,training,7.5,9.5,1
Horseback riding,0p3SgSYl5g4,training,16.5,18.5,-1
Horseback riding,0p3SgSYl5g4,training,128.0,130.0,-1
Horseback riding,0p3SgSYl5g4,training,125.0,127.0,-1
Horseback riding,FY657aNltTA,training,40.5,42.5,-1
Horseback riding,FY657aNltTA,training,69.0,71.0,1
Horseback riding,FY657aNltTA,training,62.5,64.5,1
Horseback riding,sbxhqeLLW5E,training,0.5,2.5,-1
Horseback riding,sbxhqeLLW5E,training,13.5,15.5,-1
Horseback riding,sbxhqeLLW5E,training,39.0,41.0,-1
Horseback riding,dvs3_rNvmjU,training,130.0,132.0,1
Horseback riding,dvs3_rNvmjU,training,196.5,198.5,1
Horseback riding,dvs3_rNvmjU,training,158.5,160.5,1
Horseback riding,z8cWSC-f9y0,training,39.5,41.5,-1
Horseback riding,z8cWSC-f9y0,training,18.0,20.0,-1
Horseback riding,z8cWSC-f9y0,training,7.5,9.5,-1
Horseback riding,-Co5wf17qZI,training,40.5,42.5,1
Horseback riding,-Co5wf17qZI,training,18.5,20.5,1
Horseback riding,-Co5wf17qZI,training,45.5,47.5,1
Horseback riding,-dpolDCQXq0,training,13.5,15.5,1
Horseback riding,-dpolDCQXq0,training,65.0,67.0,1
Horseback riding,-dpolDCQXq0,training,45.0,47.0,1
Horseback riding,JwODDBMEtKc,training,10.5,12.5,1
Horseback riding,JwODDBMEtKc,training,20.0,22.0,1
Horseback riding,JwODDBMEtKc,training,16.0,18.0,1
Horseback riding,dY8WEMm_ZzI,training,7.0,9.0,1
Horseback riding,dY8WEMm_ZzI,training,33.5,35.5,-1
Horseback riding,dY8WEMm_ZzI,training,55.0,57.0,-1
Horseback riding,pkSF2r8t9BQ,training,9.0,11.0,1
Horseback riding,pkSF2r8t9BQ,training,43.5,45.5,-1
Horseback riding,pkSF2r8t9BQ,training,28.0,30.0,-1
Horseback riding,sd3AoMmNHI8,training,20.5,22.5,1
Horseback riding,sd3AoMmNHI8,training,57.0,59.0,1
Horseback riding,sd3AoMmNHI8,training,6.5,8.5,1
Horseback riding,X1nhLNQyInA,training,78.0,80.0,1
Horseback riding,X1nhLNQyInA,training,56.5,58.5,1
Horseback riding,X1nhLNQyInA,training,46.5,48.5,-1
Horseback riding,PxOLJgDLIug,training,46.5,48.5,1
Horseback riding,PxOLJgDLIug,training,52.5,54.5,-1
Horseback riding,PxOLJgDLIug,training,1.0,3.0,1
Horseback riding,6x5ghTBfEy0,training,32.0,34.0,1
Horseback riding,6x5ghTBfEy0,training,39.5,41.5,1
Horseback riding,6x5ghTBfEy0,training,23.0,25.0,1
Horseback riding,Kql8X1qeFyY,training,30.5,32.5,1
Horseback riding,Kql8X1qeFyY,training,94.0,96.0,1
Horseback riding,Kql8X1qeFyY,training,47.5,49.5,1
Horseback riding,NvsBYMtfvnk,training,5.0,7.0,-1
Horseback riding,NvsBYMtfvnk,training,8.0,10.0,-1
Horseback riding,NvsBYMtfvnk,training,17.0,19.0,-1
Horseback riding,dN24c59ww5U,training,112.5,114.5,1
Horseback riding,dN24c59ww5U,training,132.5,134.5,1
Horseback riding,dN24c59ww5U,training,97.5,99.5,1
Horseback riding,9k_d1kztbJ0,training,108.0,110.0,-1
Horseback riding,9k_d1kztbJ0,training,1.5,3.5,1
Horseback riding,9k_d1kztbJ0,training,51.0,53.0,-1
Horseback riding,trC6UBxsGCc,training,46.0,48.0,1
Horseback riding,trC6UBxsGCc,training,106.5,108.5,1
Horseback riding,trC6UBxsGCc,training,85.0,87.0,1
Horseback riding,ijvrLN2RvYI,training,2.5,4.5,-1
Horseback riding,ijvrLN2RvYI,training,54.5,56.5,1
Horseback riding,ijvrLN2RvYI,training,30.0,32.0,1
Horseback riding,Vvk2yg2rSO0,training,1.5,3.5,1
Horseback riding,Vvk2yg2rSO0,training,24.0,26.0,1
Horseback riding,Vvk2yg2rSO0,training,17.0,19.0,1
Horseback riding,3YNB2AXEQ60,training,104.0,106.0,-1
Horseback riding,3YNB2AXEQ60,training,88.5,90.5,1
Horseback riding,3YNB2AXEQ60,training,15.5,17.5,-1
Horseback riding,tfEBqJssD-0,training,0.5,2.5,-1
Horseback riding,tfEBqJssD-0,training,71.0,73.0,1
Horseback riding,tfEBqJssD-0,training,57.5,59.5,1
Horseback riding,rQwR8QQyBK4,training,27.0,29.0,1
Horseback riding,rQwR8QQyBK4,training,34.5,36.5,1
Horseback riding,rQwR8QQyBK4,training,23.0,25.0,1
Horseback riding,b31Q1S1eLtY,training,31.0,33.0,1
Horseback riding,b31Q1S1eLtY,training,62.5,64.5,1
Horseback riding,b31Q1S1eLtY,training,5.5,7.5,1
Horseback riding,vbQwxMme5yk,training,16.0,18.0,-1
Horseback riding,vbQwxMme5yk,training,104.5,106.5,-1
Horseback riding,vbQwxMme5yk,training,29.5,31.5,-1
Horseback riding,t1xoPyEEQn0,training,2.0,4.0,1
Horseback riding,t1xoPyEEQn0,training,13.5,15.5,1
Horseback riding,t1xoPyEEQn0,training,10.0,12.0,1
Horseback riding,OtnJjajT5XE,training,85.0,87.0,1
Horseback riding,OtnJjajT5XE,training,11.0,13.0,1
Horseback riding,OtnJjajT5XE,training,149.5,151.5,1
Horseback riding,gy_DcTrOxf4,training,7.5,9.5,1
Horseback riding,gy_DcTrOxf4,training,14.0,16.0,1
Horseback riding,gy_DcTrOxf4,training,19.0,21.0,1
Horseback riding,4JLScweSDbk,training,3.5,5.5,1
Horseback riding,4JLScweSDbk,training,11.0,13.0,1
Horseback riding,4JLScweSDbk,training,16.5,18.5,1
Horseback riding,aSimZX9gRmw,training,57.5,59.5,1
Horseback riding,aSimZX9gRmw,training,92.5,94.5,1
Horseback riding,aSimZX9gRmw,training,67.5,69.5,1
Horseback riding,n6eDxiAYRc8,training,51.0,53.0,1
Horseback riding,n6eDxiAYRc8,training,54.5,56.5,1
Horseback riding,n6eDxiAYRc8,training,32.5,34.5,1
Horseback riding,P3eGZx_SMtc,training,14.5,16.5,-1
Horseback riding,P3eGZx_SMtc,training,66.0,68.0,1
Horseback riding,P3eGZx_SMtc,training,37.5,39.5,-1
Horseback riding,ePXqiw_6ots,training,129.0,131.0,1
Horseback riding,ePXqiw_6ots,training,141.5,143.5,1
Horseback riding,ePXqiw_6ots,training,55.5,57.5,1
Horseback riding,XYlPzczidAg,training,58.5,60.5,1
Horseback riding,XYlPzczidAg,training,131.5,133.5,-1
Horseback riding,XYlPzczidAg,training,114.0,116.0,1
Horseback riding,ohc97GumHiU,training,30.0,32.0,1
Horseback riding,ohc97GumHiU,training,17.5,19.5,1
Horseback riding,ohc97GumHiU,training,6.5,8.5,1
Horseback riding,ouQHNKJl3n4,training,45.0,47.0,1
Horseback riding,ouQHNKJl3n4,training,191.0,193.0,-1
Horseback riding,ouQHNKJl3n4,training,33.0,35.0,1
Horseback riding,CBnjzj3AKJ8,training,148.0,150.0,1
Horseback riding,CBnjzj3AKJ8,training,135.0,137.0,1
Horseback riding,CBnjzj3AKJ8,training,94.0,96.0,1
Horseback riding,SB-TEpYAFMU,training,34.5,36.5,-1
Horseback riding,SB-TEpYAFMU,training,11.5,13.5,-1
Horseback riding,SB-TEpYAFMU,training,27.0,29.0,-1
Horseback riding,ssiJuK1irB4,training,26.5,28.5,1
Horseback riding,ssiJuK1irB4,training,3.0,5.0,1
Horseback riding,ssiJuK1irB4,training,19.0,21.0,1
Horseback riding,P2owTWVPNO4,training,39.5,41.5,1
Horseback riding,P2owTWVPNO4,training,34.0,36.0,1
Horseback riding,P2owTWVPNO4,training,60.5,62.5,1
Horseback riding,kyxifRW3qMU,training,56.5,58.5,1
Horseback riding,kyxifRW3qMU,training,8.5,10.5,1
Horseback riding,kyxifRW3qMU,training,41.5,43.5,1
Horseback riding,81ExEWXffh0,training,19.0,21.0,1
Horseback riding,81ExEWXffh0,training,40.5,42.5,1
Horseback riding,81ExEWXffh0,training,11.0,13.0,1
Horseback riding,4uMiRD4UzFE,training,52.0,54.0,1
Horseback riding,4uMiRD4UzFE,training,75.0,77.0,1
Horseback riding,4uMiRD4UzFE,training,62.0,64.0,1
Horseback riding,OUQG17l9j8Y,training,1.0,3.0,1
Horseback riding,OUQG17l9j8Y,training,14.0,16.0,1
Horseback riding,OUQG17l9j8Y,training,6.0,8.0,1
Horseback riding,QBwED1q3vaU,training,9.5,11.5,1
Horseback riding,QBwED1q3vaU,training,49.5,51.5,-1
Horseback riding,QBwED1q3vaU,training,4.5,6.5,1
Horseback riding,T6L03Sytv8M,training,59.5,61.5,1
Horseback riding,T6L03Sytv8M,training,78.0,80.0,1
Horseback riding,T6L03Sytv8M,training,73.5,75.5,1
Horseback riding,_8scdTu8Wy8,training,43.5,45.5,1
Horseback riding,_8scdTu8Wy8,training,46.5,48.5,1
Horseback riding,_8scdTu8Wy8,training,65.0,67.0,1
Horseback riding,CL2jDq-nKrY,training,36.0,38.0,1
Horseback riding,CL2jDq-nKrY,training,39.0,41.0,1
Horseback riding,CL2jDq-nKrY,training,52.5,54.5,1
Horseback riding,9fYnsHf_Emo,training,2.5,4.5,1
Horseback riding,9fYnsHf_Emo,training,14.0,16.0,1
Horseback riding,9fYnsHf_Emo,training,0.5,2.5,1
Horseback riding,w4USeKMUpU4,training,47.0,49.0,1
Horseback riding,w4USeKMUpU4,training,2.5,4.5,1
Horseback riding,w4USeKMUpU4,training,35.5,37.5,1
Horseback riding,vNnC58lyfVU,training,27.0,29.0,1
Horseback riding,vNnC58lyfVU,training,20.5,22.5,1
Horseback riding,vNnC58lyfVU,training,31.0,33.0,1
Horseback riding,Z1co3fdyc38,training,37.5,39.5,1
Horseback riding,Z1co3fdyc38,training,17.5,19.5,1
Horseback riding,Z1co3fdyc38,training,1.5,3.5,1
Horseback riding,6qEqBMiuX8s,training,28.5,30.5,1
Horseback riding,6qEqBMiuX8s,training,12.0,14.0,1
Horseback riding,6qEqBMiuX8s,training,18.5,20.5,1
Horseback riding,ilxv70Z0ekU,training,48.5,50.5,-1
Horseback riding,ilxv70Z0ekU,training,27.5,29.5,-1
Horseback riding,ilxv70Z0ekU,training,22.5,24.5,1
Horseback riding,SnFxeLAzn7Y,training,28.0,30.0,1
Horseback riding,SnFxeLAzn7Y,training,40.5,42.5,1
Horseback riding,SnFxeLAzn7Y,training,182.0,184.0,1
Horseback riding,oHMrCKRnWG8,training,32.5,34.5,1
Horseback riding,oHMrCKRnWG8,training,46.0,48.0,1
Horseback riding,oHMrCKRnWG8,training,18.5,20.5,1
Horseback riding,3aJHGyfGH2s,training,59.0,61.0,1
Horseback riding,3aJHGyfGH2s,training,16.5,18.5,1
Horseback riding,3aJHGyfGH2s,training,10.0,12.0,-1
Horseback riding,ChXrWNTVx1A,training,103.0,105.0,1
Horseback riding,ChXrWNTVx1A,training,25.5,27.5,1
Horseback riding,ChXrWNTVx1A,training,85.0,87.0,1
Horseback riding,vK-p9-8t-uw,training,45.0,47.0,1
Horseback riding,vK-p9-8t-uw,training,88.0,90.0,1
Horseback riding,vK-p9-8t-uw,training,34.5,36.5,1
Horseback riding,fKzkTuMUcQQ,training,139.5,141.5,1
Horseback riding,fKzkTuMUcQQ,training,89.5,91.5,1
Horseback riding,fKzkTuMUcQQ,training,5.5,7.5,1
Horseback riding,xzhBpaZTVCs,training,4.0,6.0,1
Horseback riding,xzhBpaZTVCs,training,1.5,3.5,1
Horseback riding,xzhBpaZTVCs,training,36.5,38.5,1
Horseback riding,c3NYBKA_0bI,training,46.0,48.0,1
Horseback riding,c3NYBKA_0bI,training,105.5,107.5,1
Horseback riding,c3NYBKA_0bI,training,7.5,9.5,1
Horseback riding,s1MpoC36xzg,training,23.5,25.5,1
Horseback riding,s1MpoC36xzg,training,64.0,66.0,1
Horseback riding,s1MpoC36xzg,training,80.5,82.5,1
Horseback riding,_pC7Hq4yxbA,training,27.0,29.0,1
Horseback riding,_pC7Hq4yxbA,training,52.0,54.0,1
Horseback riding,_pC7Hq4yxbA,training,44.5,46.5,1
Horseback riding,OK9gvkbvr8E,training,30.0,32.0,-1
Horseback riding,OK9gvkbvr8E,training,26.0,28.0,-1
Horseback riding,OK9gvkbvr8E,training,157.5,159.5,1
Horseback riding,0k5poY8ynR4,training,20.5,22.5,1
Horseback riding,0k5poY8ynR4,training,91.5,93.5,1
Horseback riding,0k5poY8ynR4,training,62.0,64.0,1
Horseback riding,EA_preizjmw,training,30.5,32.5,1
Horseback riding,EA_preizjmw,training,10.0,12.0,1
Horseback riding,EA_preizjmw,training,28.0,30.0,1
Horseback riding,6P7LR-fS1cI,training,64.0,66.0,-1
Horseback riding,6P7LR-fS1cI,training,42.0,44.0,-1
Horseback riding,6P7LR-fS1cI,training,58.5,60.5,1
Horseback riding,tAcZWdREJuk,training,64.5,66.5,1
Horseback riding,tAcZWdREJuk,training,2.5,4.5,1
Horseback riding,tAcZWdREJuk,training,17.0,19.0,1
Horseback riding,UtDvV6wGUzo,training,127.5,129.5,1
Horseback riding,UtDvV6wGUzo,training,133.0,135.0,1
Horseback riding,UtDvV6wGUzo,training,107.5,109.5,1
Horseback riding,4ZGYdZsM2R8,training,137.5,139.5,-1
Horseback riding,4ZGYdZsM2R8,training,37.5,39.5,-1
Horseback riding,4ZGYdZsM2R8,training,45.5,47.5,-1
Horseback riding,qiVVpZ6PEsk,training,69.0,71.0,1
Horseback riding,qiVVpZ6PEsk,training,148.0,150.0,1
Horseback riding,qiVVpZ6PEsk,training,152.0,154.0,1
Horseback riding,mSFS1kLGzMM,training,1.5,3.5,1
Horseback riding,mSFS1kLGzMM,training,6.0,8.0,1
Horseback riding,mSFS1kLGzMM,training,10.5,12.5,1
Horseback riding,Pey0fJQ0OGQ,training,11.0,13.0,1
Horseback riding,Pey0fJQ0OGQ,training,21.5,23.5,1
Horseback riding,Pey0fJQ0OGQ,training,6.0,8.0,1
Horseback riding,fJ-o_v_9MIM,training,69.5,71.5,-1
Horseback riding,fJ-o_v_9MIM,training,84.0,86.0,-1
Horseback riding,fJ-o_v_9MIM,training,61.0,63.0,-1
Horseback riding,C40eHH1qUQo,training,0.5,2.5,1
Horseback riding,C40eHH1qUQo,training,3.5,5.5,1
Horseback riding,C40eHH1qUQo,training,2.0,4.0,1
Horseback riding,gfcCybkZzTw,training,91.0,93.0,1
Horseback riding,gfcCybkZzTw,training,27.0,29.0,1
Horseback riding,gfcCybkZzTw,training,103.0,105.0,1
Horseback riding,zF2tyPjY17M,training,10.0,12.0,1
Horseback riding,zF2tyPjY17M,training,22.5,24.5,1
Horseback riding,zF2tyPjY17M,training,19.5,21.5,1
Horseback riding,Rfs_ntw0PEo,training,21.0,23.0,1
Horseback riding,Rfs_ntw0PEo,training,29.5,31.5,1
Horseback riding,Rfs_ntw0PEo,training,24.5,26.5,1
Horseback riding,DR9YhApVi8I,training,34.5,36.5,1
Horseback riding,DR9YhApVi8I,training,93.0,95.0,1
Horseback riding,DR9YhApVi8I,training,57.5,59.5,1
Horseback riding,JNnEEU6XGG4,training,32.5,34.5,1
Horseback riding,JNnEEU6XGG4,training,54.0,56.0,1
Horseback riding,JNnEEU6XGG4,training,2.5,4.5,1
Horseback riding,AWy_DlvqFLA,training,53.0,55.0,-1
Horseback riding,AWy_DlvqFLA,training,100.5,102.5,-1
Horseback riding,AWy_DlvqFLA,training,62.5,64.5,-1
Horseback riding,Wr11ZgDfmok,training,22.0,24.0,1
Horseback riding,Wr11ZgDfmok,training,39.0,41.0,1
Horseback riding,Wr11ZgDfmok,training,10.5,12.5,1
Horseback riding,RNMGz5bJ5DA,training,31.5,33.5,1
Horseback riding,RNMGz5bJ5DA,training,35.0,37.0,1
Horseback riding,RNMGz5bJ5DA,training,25.0,27.0,1
Horseback riding,obi9sAOHPDo,training,62.0,64.0,1
Horseback riding,obi9sAOHPDo,training,3.0,5.0,-1
Horseback riding,obi9sAOHPDo,training,87.5,89.5,1
Horseback riding,19Qpt8ORd3E,training,20.0,22.0,1
Horseback riding,19Qpt8ORd3E,training,43.0,45.0,1
Horseback riding,19Qpt8ORd3E,training,79.0,81.0,1
Horseback riding,-kxOUbrvjrg,training,0.5,2.5,1
Horseback riding,-kxOUbrvjrg,training,97.5,99.5,1
Horseback riding,-kxOUbrvjrg,training,73.0,75.0,1
Horseback riding,0BWRoWcHdeA,training,7.5,9.5,1
Horseback riding,0BWRoWcHdeA,training,60.0,62.0,1
Horseback riding,0BWRoWcHdeA,training,75.0,77.0,1
Horseback riding,j8nL5QJTkBY,training,8.5,10.5,1
Horseback riding,j8nL5QJTkBY,training,2.0,4.0,1
Horseback riding,j8nL5QJTkBY,training,5.5,7.5,1
Horseback riding,KFs6aVx74zw,training,1.5,3.5,1
Horseback riding,KFs6aVx74zw,training,8.0,10.0,-1
Horseback riding,KFs6aVx74zw,training,5.5,7.5,1
Horseback riding,WtRpAdnYxmI,training,89.5,91.5,1
Horseback riding,WtRpAdnYxmI,training,148.0,150.0,1
Horseback riding,WtRpAdnYxmI,training,101.5,103.5,1
Horseback riding,iqSI4IEe-2s,training,15.0,17.0,1
Horseback riding,iqSI4IEe-2s,training,20.0,22.0,1
Horseback riding,iqSI4IEe-2s,training,12.0,14.0,1
Horseback riding,1XhACAdQWD8,training,25.5,27.5,-1
Horseback riding,1XhACAdQWD8,training,71.5,73.5,-1
Horseback riding,1XhACAdQWD8,training,64.0,66.0,-1
Horseback riding,JtQnfSu-LUM,training,13.5,15.5,1
Horseback riding,JtQnfSu-LUM,training,10.5,12.5,1
Horseback riding,JtQnfSu-LUM,training,1.5,3.5,1
Horseback riding,2_HhUKM4_kg,training,24.0,26.0,1
Horseback riding,2_HhUKM4_kg,training,11.5,13.5,1
Horseback riding,2_HhUKM4_kg,training,3.0,5.0,1
Horseback riding,sJf9Ru_j7SQ,training,98.0,100.0,-1
